,Property_Name,Property_Type,Area_in_Sft,Price,Page_No.,bhk,Posted_On
677,kowsalya manidweepam,3 BHK Residential Apartment in Nizampet,"1,700 sq.ft. (158 sq.m.) Built-up Area","₹ 93.48 Lac₹ 5,499/sq.ft.",28,3 BHK3 Baths,"Posted on 05th Aug, 2021 by Dealer"
678, Cyber Greens,Residential land / Plot in Maheshwaram,"2,367 sq.ft. (220 sq.m.) Plot Area","₹ 36.82 Lac₹ 1,556/sq.ft.",28,,"Posted on 13th Jul, 2021 by Dealer"
679,Prestige High Fields,"3 BHK Residential Apartment in Prestige High fields, Gachibowli","1,993 sq.ft. (185 sq.m.) Carpet Area","₹ 1.9 Cr₹ 9,533/sq.ft.",28,3 BHK3 Baths,"Posted on 14th Jul, 2021 by Dealer"
680,,Residential land / Plot in Mamidipally,732 sq.ft. (68 sq.m.) Plot Area,"₹ 1.1 Cr₹ 15,027/sq.ft.",28,,"Posted on 03rd Aug, 2021 by Dealer"
681,Visishta Aspire,Residential land / Plot in Bibinagar,"1,350 sq.ft. (125 sq.m.) Plot Area","₹ 16.5 Lac₹ 1,222/sq.ft.",28,,"Posted on 29th Jun, 2021 by Dealer"
682,,Residential land / Plot in Maheshwaram,"1,900 sq.ft. (177 sq.m.) Plot Area","₹ 25 Lac₹ 1,315/sq.ft.",28,,"Posted on 29th Jun, 2021 by Dealer"
683,,Residential property in Mominpet,"5,418 sq.ft. (503 sq.m.) Plot Area",₹ 18.05 Lac₹ 333/sq.ft.,28,,"Posted on 02nd Aug, 2021 by Dealer"
684,,Residential property in Mominpet,"5,445 sq.ft. (506 sq.m.) Plot Area",₹ 18.14 Lac₹ 333/sq.ft.,28,,"Posted on 02nd Aug, 2021 by Dealer"
685,,Residential property in Mominpet,"4,239 sq.ft. (394 sq.m.) Plot Area",₹ 14.13 Lac₹ 333/sq.ft.,28,,"Posted on 02nd Aug, 2021 by Dealer"
686,,Residential property in Mominpet,"4,257 sq.ft. (395 sq.m.) Plot Area",₹ 14.19 Lac₹ 333/sq.ft.,28,,"Posted on 02nd Aug, 2021 by Dealer"
687,,Residential property in Mominpet,"4,266 sq.ft. (396 sq.m.) Plot Area",₹ 14.22 Lac₹ 333/sq.ft.,28,,"Posted on 02nd Aug, 2021 by Dealer"
688,,Residential property in Mominpet,"4,284 sq.ft. (398 sq.m.) Plot Area",₹ 14.28 Lac₹ 333/sq.ft.,28,,"Posted on 02nd Aug, 2021 by Dealer"
689,,Residential property in Mominpet,"4,293 sq.ft. (399 sq.m.) Plot Area",₹ 14.31 Lac₹ 333/sq.ft.,28,,"Posted on 02nd Aug, 2021 by Dealer"
690,,Residential property in Mominpet,"4,302 sq.ft. (400 sq.m.) Plot Area",₹ 14.34 Lac₹ 333/sq.ft.,28,,"Posted on 02nd Aug, 2021 by Dealer"
691,,Residential property in Mominpet,"4,311 sq.ft. (401 sq.m.) Plot Area",₹ 14.37 Lac₹ 333/sq.ft.,28,,"Posted on 02nd Aug, 2021 by Dealer"
692,,Residential property in Mominpet,"4,329 sq.ft. (402 sq.m.) Plot Area",₹ 14.43 Lac₹ 333/sq.ft.,28,,"Posted on 02nd Aug, 2021 by Dealer"
693,,Residential property in Mominpet,"4,401 sq.ft. (409 sq.m.) Plot Area",₹ 14.61 Lac₹ 332/sq.ft.,28,,"Posted on 02nd Aug, 2021 by Dealer"
694,,Residential property in Mominpet,"4,392 sq.ft. (408 sq.m.) Plot Area",₹ 14.64 Lac₹ 333/sq.ft.,28,,"Posted on 02nd Aug, 2021 by Dealer"
695,,Residential property in Mominpet,"4,383 sq.ft. (407 sq.m.) Plot Area",₹ 14.61 Lac₹ 333/sq.ft.,28,,"Posted on 02nd Aug, 2021 by Dealer"
696,,Residential property in Mominpet,"4,374 sq.ft. (406 sq.m.) Plot Area",₹ 14.58 Lac₹ 333/sq.ft.,28,,"Posted on 02nd Aug, 2021 by Dealer"
697,,Residential property in Mominpet,"4,365 sq.ft. (406 sq.m.) Plot Area",₹ 14.55 Lac₹ 333/sq.ft.,28,,"Posted on 02nd Aug, 2021 by Dealer"
698,,Residential property in Mominpet,"4,356 sq.ft. (405 sq.m.) Plot Area",₹ 14.52 Lac₹ 333/sq.ft.,28,,"Posted on 02nd Aug, 2021 by Dealer"
699,,Residential property in Mominpet,"4,356 sq.ft. (405 sq.m.) Plot Area",₹ 14.51 Lac₹ 333/sq.ft.,28,,"Posted on 02nd Aug, 2021 by Dealer"
700,Acumen Rajeswari,4 Bedroom Independent House in Miyapur,"2,700 sq.ft. (251 sq.m.) Plot Area","₹ 3.7 Cr₹ 8,809/sq.ft.",29,4 BHK4 Baths,"Posted on 29th Jul, 2021 by RERA Registered Dealer"
701,Patel Smondo,3 BHK Residential Apartment in Gachibowli,"1,435 sq.ft. (133 sq.m.) Super built-up Area","₹ 1.1 Cr₹ 7,665/sq.ft.",29,3 BHK3 Baths,"Posted on 31st Jul, 2021 by Dealer"
702,,Residential property in Mominpet,"2,421 sq.ft. (225 sq.m.) Plot Area",₹ 17.49 Lac₹ 722/sq.ft.,29,,"Posted on 19th Jul, 2021 by Dealer"
703,,Residential property in Mominpet,"2,412 sq.ft. (224 sq.m.) Plot Area",₹ 17.42 Lac₹ 722/sq.ft.,29,,"Posted on 19th Jul, 2021 by Dealer"
704,,Residential property in Mominpet,"1,854 sq.ft. (172 sq.m.) Plot Area",₹ 13.39 Lac₹ 722/sq.ft.,29,,"Posted on 19th Jul, 2021 by Dealer"
705,,Residential property in Mominpet,"1,845 sq.ft. (171 sq.m.) Plot Area",₹ 13.32 Lac₹ 722/sq.ft.,29,,"Posted on 19th Jul, 2021 by Dealer"
706,,Residential property in Mominpet,"1,836 sq.ft. (171 sq.m.) Plot Area",₹ 13.26 Lac₹ 722/sq.ft.,29,,"Posted on 19th Jul, 2021 by Dealer"
707,,Residential property in Mominpet,"1,827 sq.ft. (170 sq.m.) Plot Area",₹ 13.19 Lac₹ 722/sq.ft.,29,,"Posted on 19th Jul, 2021 by Dealer"
708,,Residential property in Mominpet,"1,809 sq.ft. (168 sq.m.) Plot Area",₹ 13.06 Lac₹ 722/sq.ft.,29,,"Posted on 19th Jul, 2021 by Dealer"
709,,Residential property in Mominpet,"1,449 sq.ft. (135 sq.m.) Plot Area",₹ 10.47 Lac₹ 722/sq.ft.,29,,"Posted on 19th Jul, 2021 by Dealer"
710,,Residential property in Mominpet,"1,458 sq.ft. (135 sq.m.) Plot Area",₹ 10.53 Lac₹ 722/sq.ft.,29,,"Posted on 19th Jul, 2021 by Dealer"
711,,Residential property in Mominpet,"1,485 sq.ft. (138 sq.m.) Plot Area",₹ 10.73 Lac₹ 722/sq.ft.,29,,"Posted on 19th Jul, 2021 by Dealer"
712,,Residential property in Mominpet,"1,521 sq.ft. (141 sq.m.) Plot Area",₹ 10.98 Lac₹ 722/sq.ft.,29,,"Posted on 19th Jul, 2021 by Dealer"
713,,Residential property in Mominpet,"1,512 sq.ft. (140 sq.m.) Plot Area",₹ 10.92 Lac₹ 722/sq.ft.,29,,"Posted on 19th Jul, 2021 by Dealer"
714,,Residential property in Mominpet,"1,503 sq.ft. (140 sq.m.) Plot Area",₹ 13 Lac₹ 865/sq.ft.,29,,"Posted on 19th Jul, 2021 by Dealer"
715,,Residential property in Mominpet,"1,377 sq.ft. (128 sq.m.) Plot Area",₹ 9.94 Lac₹ 722/sq.ft.,29,,"Posted on 19th Jul, 2021 by Dealer"
716,,Residential property in Mominpet,"1,413 sq.ft. (131 sq.m.) Plot Area",₹ 10.2 Lac₹ 722/sq.ft.,29,,"Posted on 19th Jul, 2021 by Dealer"
717,,Residential property in Mominpet,"1,422 sq.ft. (132 sq.m.) Plot Area",₹ 10.27 Lac₹ 722/sq.ft.,29,,"Posted on 19th Jul, 2021 by Dealer"
718,,Residential property in Mominpet,"1,350 sq.ft. (125 sq.m.) Plot Area",₹ 9.75 Lac₹ 722/sq.ft.,29,,"Posted on 19th Jul, 2021 by Dealer"
719,,Residential property in Mominpet,"3,204 sq.ft. (298 sq.m.) Plot Area",₹ 15 Lac₹ 468/sq.ft.,29,,"Posted on 19th Jul, 2021 by Dealer"
720,,Residential property in Mominpet,"3,186 sq.ft. (296 sq.m.) Plot Area","₹ 60 Lac₹ 1,883/sq.ft.",29,,"Posted on 19th Jul, 2021 by Dealer"
721,,Residential property in Mominpet,"3,168 sq.ft. (294 sq.m.) Plot Area",₹ 15 Lac₹ 473/sq.ft.,29,,"Posted on 19th Jul, 2021 by Dealer"
722,,Residential property in Mominpet,"3,159 sq.ft. (293 sq.m.) Plot Area",₹ 15 Lac₹ 475/sq.ft.,29,,"Posted on 19th Jul, 2021 by Dealer"
723,,Residential property in Mominpet,"3,150 sq.ft. (293 sq.m.) Plot Area",₹ 15 Lac₹ 476/sq.ft.,29,,"Posted on 19th Jul, 2021 by Dealer"
724,,Residential property in Mominpet,"6,327 sq.ft. (588 sq.m.) Plot Area",₹ 30 Lac₹ 474/sq.ft.,29,,"Posted on 19th Jul, 2021 by Dealer"
725,,Residential property in Mominpet,"6,318 sq.ft. (587 sq.m.) Plot Area",₹ 30 Lac₹ 475/sq.ft.,30,,"Posted on 19th Jul, 2021 by Dealer"
726,,Residential property in Mominpet,"6,309 sq.ft. (586 sq.m.) Plot Area",₹ 30 Lac₹ 475/sq.ft.,30,,"Posted on 19th Jul, 2021 by Dealer"
727,,Residential property in Mominpet,"12,654 sq.ft. (1176 sq.m.) Plot Area",₹ 60 Lac₹ 474/sq.ft.,30,,"Posted on 19th Jul, 2021 by Dealer"
728,,Residential property in Mominpet,"12,645 sq.ft. (1175 sq.m.) Plot Area",₹ 60 Lac₹ 474/sq.ft.,30,,"Posted on 19th Jul, 2021 by Dealer"
729,,Residential property in Mominpet,"12,618 sq.ft. (1172 sq.m.) Plot Area",₹ 60 Lac₹ 475/sq.ft.,30,,"Posted on 19th Jul, 2021 by Dealer"
730,,Residential property in Mominpet,"12,609 sq.ft. (1171 sq.m.) Plot Area",₹ 60 Lac₹ 476/sq.ft.,30,,"Posted on 19th Jul, 2021 by Dealer"
731,,Residential property in Mominpet,"1,800 sq.ft. (167 sq.m.) Plot Area",₹ 13 Lac₹ 722/sq.ft.,30,,"Posted on 05th Jul, 2021 by Dealer"
732,,Residential land / Plot in Tukkuguda,"3,600 sq.ft. (334 sq.m.) Plot Area","₹ 60 Lac₹ 1,667/sq.ft.",30,,"Posted on 06th Aug, 2021 by Dealer"
733,,Residential land / Plot in Shad nagar,"1,800 sq.ft. (167 sq.m.) Plot Area","₹ 26 Lac₹ 1,444/sq.ft.",30,,"Posted on 28th Jul, 2021 by Dealer"
734,Ayyanna Prestige,3 BHK Residential Apartment in Masjid Banda,"1,809 sq.ft. (168 sq.m.) Built-up Area","₹ 1.7 Cr₹ 9,397/sq.ft.",30,3 BHK3 Baths,"Posted on 17th Jul, 2021 by RERA Registered Dealer"
735,New Project Golden Gate,Residential land / Plot in Yacharam,"1,440 sq.ft. (134 sq.m.) Plot Area","₹ 15.2 Lac₹ 1,056/sq.ft.",30,,"Posted on 13th Jul, 2021 by Dealer"
736,IVR Hill Ridge Villas,5 Bedroom Independent House in Gachibowli,"4,438 sq.ft. (412 sq.m.) Plot Area","₹ 17 Cr₹ 38,305/sq.ft.",30,5 BHK5 Baths,"Posted on 01st Aug, 2021 by Dealer"
737,Shamshabad,Residential land / Plot in Tukkuguda,"2,403 sq.ft. (223 sq.m.) Plot Area","₹ 64.08 Lac₹ 2,667/sq.ft.",30,,"Posted on 03rd Aug, 2021 by RERA Registered Dealer"
738,Visishta Enclave,Residential land / Plot in Bibinagar,"1,800 sq.ft. (167 sq.m.) Plot Area",₹ 11 Lac₹ 611/sq.ft.,30,,"Posted on 28th Jun, 2021 by Dealer"
739,,Residential land / Plot in Mominpet,350 sq.ft. (33 sq.m.) Plot Area,"₹ 15 Lac₹ 4,285/sq.ft.",30,,"Posted on 05th Aug, 2021 by Dealer"
740,,Residential land / Plot in Shad nagar,"1,400 sq.ft. (130 sq.m.) Plot Area","₹ 70 Lac₹ 5,000/sq.ft.",30,,"Posted on 02nd Aug, 2021 by Dealer"
741,,4 BHK Independent Builder Floor in Kukatpally,"5,000 sq.ft. (465 sq.m.) Carpet Area","₹ 3.8 Cr₹ 7,600/sq.ft.",30,4 BHK4 Baths,"Posted on 12th Jul, 2021 by RERA Registered Dealer"
742,,Residential land / Plot in Bibinagar,"2,160 sq.ft. (201 sq.m.) Plot Area","₹ 36 Lac₹ 1,667/sq.ft.",30,,"Posted on 28th Jun, 2021 by Dealer"
743,Visishta Gardens,Residential land / Plot in cheemalakondur,"1,089 sq.ft. (101 sq.m.) Plot Area",₹ 5.45 Lac₹ 500/sq.ft.,30,,"Posted on 24th Jun, 2021 by Dealer"
744,Visishta Apire,Residential land / Plot in Annampatla,"2,250 sq.ft. (209 sq.m.) Plot Area","₹ 27.5 Lac₹ 1,222/sq.ft.",30,,"Posted on 24th Jun, 2021 by Dealer"
745,"Visishta Enclave,Bibinagar",Residential land / Plot in Bramhanapally,900 sq.ft. (84 sq.m.) Plot Area,₹ 5.5 Lac₹ 611/sq.ft.,30,,"Posted on 24th Jun, 2021 by Dealer"
746,Visishta Aspire,Residential land / Plot in Annampatla,900 sq.ft. (84 sq.m.) Plot Area,"₹ 11 Lac₹ 1,222/sq.ft.",30,,"Posted on 24th Jun, 2021 by Dealer"
747,Bhashyam Premium County,Residential land / Plot in Tukkuguda,167 sq.ft. (16 sq.m.) Plot Area,"₹ 25.05 Lac₹ 15,000/sq.ft.",30,,"Posted on 03rd Aug, 2021 by Dealer"
748,,4 Bedroom Independent House in KPHB,"1,800 sq.ft. (167 sq.m.) Plot Area","₹ 3 Cr₹ 16,667/sq.ft.",30,4 BHK5 Baths,"Posted on 31st Jul, 2021 by Dealer"
749,b k infra,2 BHK Residential Apartment in Pocharam,"1,150 sq.ft. (107 sq.m.) Carpet Area","₹ 40.25 Lac₹ 3,500/sq.ft.",30,2 BHK2 Baths,"Posted on 03rd Jul, 2021 by Dealer"
750,,4 Bedroom Independent House in Kongarakalan,"2,403 sq.ft. (223 sq.m.) Plot Area","₹ 95 Lac₹ 3,953/sq.ft.",31,4 BHK4 Baths,"Posted on 28th Jun, 2021 by Dealer"
751,SREE GRUHA,2 BHK Residential Apartment in Kongarakalan,"1,150 sq.ft. (107 sq.m.) Carpet Area","₹ 34.5 Lac₹ 3,000/sq.ft.",31,2 BHK2 Baths,"Posted on 28th Jun, 2021 by Dealer"
752,,Residential land / Plot in Yadagiri Gutta At Rayagiri,"1,350 sq.ft. (125 sq.m.) Plot Area",₹ 12 Lac₹ 889/sq.ft.,31,,"Posted on 25th Jun, 2021 by Dealer"
753,on request,2 BHK Residential Apartment in OU Colony,"1,280 sq.ft. (119 sq.m.) Carpet Area","₹ 71.68 Lac₹ 5,600/sq.ft.",31,2 BHK2 Baths,"Posted on 26th Jul, 2021 by Dealer"
754,ksrheights,2 BHK Residential Apartment in Chaitanya Vilas Colony,"1,280 sq.ft. (119 sq.m.) Carpet Area","₹ 71.69 Lac₹ 5,600/sq.ft.",31,2 BHK2 Baths,"Posted on 28th Jun, 2021 by Dealer"
755,ksrheights,2 BHK Residential Apartment in Tejaswi Nagar,"1,230 sq.ft. (114 sq.m.) Carpet Area","₹ 68.88 Lac₹ 5,600/sq.ft.",31,2 BHK2 Baths,"Posted on 28th Jun, 2021 by Dealer"
756,ksrheights,2 BHK Residential Apartment in Kantha Reddy Nagar,"1,280 sq.ft. (119 sq.m.) Carpet Area","₹ 71.68 Lac₹ 5,600/sq.ft.",31,2 BHK2 Baths,"Posted on 28th Jun, 2021 by Dealer"
757,Preston Anvitas Amari,3 Bedroom Independent House in Kollur,350 sq.ft. (33 sq.m.) Plot Area,"₹ 4.5 Cr₹ 128,610/sq.ft.",31,3 BHK4 Baths,"Posted on 03rd Aug, 2021 by Dealer"
758,Samooha Golden Gate ,Residential land / Plot in Srisailam Highway,"1,647 sq.ft. (153 sq.m.) Plot Area","₹ 17.39 Lac₹ 1,056/sq.ft.",31,,"Posted on 18th Jul, 2021 by RERA Registered Dealer"
759,Hyderabad Pharma City,Residential land / Plot in Yacharam,"1,800 sq.ft. (167 sq.m.) Plot Area","₹ 19 Lac₹ 1,056/sq.ft.",31,,"Posted on 16th Jul, 2021 by RERA Registered Dealer"
760,Sri Pooja homes,3 BHK Residential Apartment in Kondapur,"1,470 sq.ft. (137 sq.m.) Super built-up Area","₹ 95 Lac₹ 6,400/sq.ft.",31,3 BHK3 Baths,"Posted on 22nd Jul, 2021 by Dealer"
761,Vessella Meadows,4 Bedroom Independent House in Narsingi,"2,772 sq.ft. (258 sq.m.) Plot Area","₹ 5.2 Cr₹ 18,759/sq.ft.",31,4 BHK4 Baths,"Posted on 27th Jun, 2021 by Dealer"
762,ksrheights,2 BHK Residential Apartment in Radha Krishna Nagar,"1,280 sq.ft. (119 sq.m.) Carpet Area","₹ 71.68 Lac₹ 5,600/sq.ft.",31,2 BHK2 Baths,"Posted on 28th Jun, 2021 by Dealer"
763,SREE GRUHA,3 BHK Residential Apartment in Adibatla,"1,450 sq.ft. (135 sq.m.) Carpet Area","₹ 43.5 Lac₹ 3,000/sq.ft.",31,3 BHK3 Baths,"Posted on 28th Jun, 2021 by Dealer"
764,,Residential land / Plot in Vikarabad,"5,445 sq.ft. (506 sq.m.) Plot Area",₹ 42 Lac₹ 771/sq.ft.,31,,"Posted on 12th Jul, 2021 by RERA Registered Dealer"
765,KOndap-ur county,3 BHK Residential Apartment in Kondapur,"2,259 sq.ft. (210 sq.m.) Carpet Area","₹ 1.68 Cr₹ 7,436/sq.ft.",31,3 BHK3 Baths,"Posted on 12th Jul, 2021 by RERA Registered Dealer"
766,Vision Infiniti Homes,4 Bedroom Independent House in Osman Nagar,"3,500 sq.ft. (325 sq.m.) Plot Area","₹ 5 Cr₹ 14,285/sq.ft.",31,4 BHK5 Baths,"Posted on 03rd Aug, 2021 by Dealer"
767,,Residential land / Plot in gandi maisamma,"7,434 sq.ft. (691 sq.m.) Plot Area","₹ 2.08 Cr₹ 2,798/sq.ft.",31,,"Posted on 08th Jul, 2021 by Dealer"
768,,Residential land / Plot in Warangal highway,"1,800 sq.ft. (167 sq.m.) Plot Area","₹ 30 Lac₹ 1,667/sq.ft.",31,,"Posted on 28th Jul, 2021 by RERA Registered Dealer"
769,,Residential land / Plot in Warangal highway,147 sq.ft. (14 sq.m.) Plot Area,"₹ 22.05 Lac₹ 15,000/sq.ft.",31,,"Posted on 24th Jul, 2021 by RERA Registered Dealer"
770,Luxury Apartments Flats Kompally,3 BHK Residential Apartment in Kompally,"1,825 sq.ft. (170 sq.m.) Super built-up Area","₹ 47.45 Lac₹ 2,600/sq.ft.",31,3 BHK3 Baths,"Posted on 12th Jul, 2021 by Dealer"
771,,2 Bedroom Independent House in Thimmapur,"2,403 sq.ft. (223 sq.m.) Plot Area","₹ 75 Lac₹ 3,121/sq.ft.",31,2 BHK2 Baths,"Posted on 28th Jun, 2021 by Dealer"
772,,Residential land / Plot in Adibatla,165 sq.ft. (15 sq.m.) Plot Area,"₹ 26.4 Lac₹ 16,000/sq.ft.",31,,"Posted on 08th Aug, 2021 by RERA Registered Dealer"
773,on request,2 BHK Residential Apartment in Sun City,"1,230 sq.ft. (114 sq.m.) Carpet Area","₹ 68.88 Lac₹ 5,600/sq.ft.",31,2 BHK2 Baths,"Posted on 26th Jul, 2021 by Dealer"
774,,Residential land / Plot in Adibatla,"1,737 sq.ft. (161 sq.m.) Plot Area","₹ 33.1 Lac₹ 1,906/sq.ft.",31,,"Posted on 06th Aug, 2021 by Dealer"
775,,Residential land / Plot in Mokila,"2,700 sq.ft. (251 sq.m.) Plot Area","₹ 1.5 Cr₹ 5,556/sq.ft.",32,,"Posted on 02nd Aug, 2021 by RERA Registered Dealer"
776,Rolling Meadows,3 BHK Residential Apartment in Kondapur,"1,450 sq.ft. (135 sq.m.) Super built-up Area","₹ 90 Lac₹ 6,000/sq.ft.",32,3 BHK3 Baths,"Posted on 29th Jul, 2021 by Dealer"
777,Rolling Meadows,3 BHK Residential Apartment in Raghavendra Colony,"1,450 sq.ft. (135 sq.m.) Super built-up Area","₹ 90 Lac₹ 5,900/sq.ft.",32,3 BHK3 Baths,"Posted on 29th Jul, 2021 by Dealer"
778,Pooja Homes,3 BHK Residential Apartment in Kondapur,"1,530 sq.ft. (142 sq.m.) Super built-up Area","₹ 98 Lac₹ 6,405/sq.ft.",32,3 BHK3 Baths,"Posted on 28th Jul, 2021 by Dealer"
779,,Residential land / Plot in vanasthalipuram near pedha amberpet,166 sq.ft. (15 sq.m.) Plot Area,"₹ 33.2 Lac₹ 20,000/sq.ft.",32,,"Posted on 18th Jun, 2021 by Dealer"
780,Gooncha Hills,Residential land / Plot in Gachibowli,"11,664 sq.ft. (1084 sq.m.) Plot Area","₹ 13 Cr₹ 11,145/sq.ft.",32,,"Posted on 19th Jul, 2021 by Dealer"
781,,2 Bedroom Independent House in Srisailam Highway,"2,403 sq.ft. (223 sq.m.) Plot Area","₹ 75 Lac₹ 3,121/sq.ft.",32,2 BHK2 Baths,"Posted on 28th Jun, 2021 by Dealer"
782,Aspire Spaces Ameya,2 BHK Residential Apartment in Miyapur,"1,330 sq.ft. (124 sq.m.) Super built-up Area","₹ 62.5 Lac₹ 4,699/sq.ft.",32,2 BHK2 Baths,"Posted on 09th Jul, 2021 by Dealer"
783,on request,2 BHK Residential Apartment in Alkapuri,"1,280 sq.ft. (119 sq.m.) Carpet Area","₹ 71.69 Lac₹ 5,600/sq.ft.",32,2 BHK2 Baths,"Posted on 26th Jul, 2021 by Dealer"
784,,2 Bedroom Independent House in Shamshabad,"2,403 sq.ft. (223 sq.m.) Plot Area","₹ 75 Lac₹ 3,121/sq.ft.",32,2 BHK2 Baths,"Posted on 28th Jun, 2021 by Dealer"
785,Fido Sri Datta Sai Nivas,3 BHK Residential Apartment in Kondapur,"1,524-1,533 sq.ft. (142-142 sq.m.) Super built-up Area",₹ 88.39  - 88.91 Lac,32,3 BHK3 Baths,"Posted on 05th Aug, 2021 by RERA Registered Dealer"
786,,Residential land / Plot in Sangareddy,"1,503 sq.ft. (140 sq.m.) Plot Area","₹ 26.72 Lac₹ 1,778/sq.ft.",32,,"Posted on 10th Jul, 2021 by Dealer"
787,Virtusa Tuxedo Park,Residential land / Plot in Shad nagar,"1,350 sq.ft. (125 sq.m.) Plot Area","₹ 20.25 Lac₹ 1,500/sq.ft.",32,,"Posted on 26th Jul, 2021 by Dealer"
788,,Residential land / Plot in Yacharam,"1,800 sq.ft. (167 sq.m.) Plot Area",₹ 16 Lac₹ 889/sq.ft.,32,,"Posted on 15th Jul, 2021 by Dealer"
789,Kokapet,3 BHK Residential Apartment in Phoneix School,"1,980 sq.ft. (184 sq.m.) Super built-up Area","₹ 1.15 Cr₹ 5,808/sq.ft.",32,3 BHK3 Baths,"Posted on 21st Jun, 2021 by Dealer"
790,trillium Lotus,3 BHK Residential Apartment in Kondapur,"1,480 sq.ft. (138 sq.m.) Super built-up Area","₹ 90 Lac₹ 5,600/sq.ft.",32,3 BHK3 Baths,"Posted on 29th Jul, 2021 by Dealer"
791,Blue Bells,2 BHK Residential Apartment in Kondapur,"1,225 sq.ft. (114 sq.m.) Super built-up Area","₹ 72 Lac₹ 5,877/sq.ft.",32,2 BHK2 Baths,"Posted on 22nd Jul, 2021 by Dealer"
792,,5 Bedroom Independent House in Manikonda,"1,809 sq.ft. (168 sq.m.) Plot Area","₹ 2.7 Cr₹ 14,925/sq.ft.",32,5 BHK5 Baths,"Posted on 07th Aug, 2021 by Dealer"
793,kowsalya manidweepam ,3 BHK Residential Apartment in Nizampet,"1,932 sq.ft. (179 sq.m.) Built-up Area","₹ 1.06 Cr₹ 5,499/sq.ft.",32,3 BHK3 Baths,"Posted on 05th Aug, 2021 by Dealer"
794,chandhanagar,2 BHK Residential Apartment in Miyapur,"1,135 sq.ft. (105 sq.m.) Super built-up Area","₹ 41.4 Lac₹ 4,000/sq.ft.",32,2 BHK2 Baths,"Posted on 04th Aug, 2021 by Dealer"
795,,Residential land / Plot in Kalwakurthy,"239,580 sq.ft. (22258 sq.m.) Plot Area",₹ 2.2 Cr₹ 92/sq.ft.,32,,"Posted on 24th Jun, 2021 by Dealer"
796,Aspire Spaces Ameya,3 BHK Residential Apartment in Miyapur,"1,715 sq.ft. (159 sq.m.) Super built-up Area","₹ 80.59 Lac₹ 4,699/sq.ft.",32,3 BHK3 Baths,"Posted on 10th Jul, 2021 by Dealer"
797,,Residential land / Plot in Sangareddy,"1,800 sq.ft. (167 sq.m.) Plot Area","₹ 33 Lac₹ 1,833/sq.ft.",32,,"Posted on 13th Jul, 2021 by Dealer"
798,on request,2 BHK Residential Apartment in Narsingi,"1,230 sq.ft. (114 sq.m.) Carpet Area","₹ 68.88 Lac₹ 5,600/sq.ft.",32,2 BHK2 Baths,"Posted on 26th Jul, 2021 by Dealer"
799,Blue Bells,2 BHK Residential Apartment in Kondapur,"1,240 sq.ft. (115 sq.m.) Super built-up Area","₹ 72 Lac₹ 6,000/sq.ft.",32,2 BHK2 Baths,"Posted on 22nd Jul, 2021 by Dealer"
800,,Residential land / Plot in Citizens Colony,"10,800 sq.ft. (1003 sq.m.) Plot Area","₹ 5.04 Cr₹ 4,667/sq.ft.",33,,"Posted on 14th Jun, 2021 by Dealer"
801,Lotus Arcadia,3 BHK Residential Apartment in Hi-Tech City,"2,800 sq.ft. (260 sq.m.) Carpet Area","₹ 1.65 Cr₹ 5,892/sq.ft.",33,3 BHK3 Baths,"Posted on 04th Aug, 2021 by Owner"
802,ksrheights,2 BHK Residential Apartment in Vivekananda Colony,"1,280 sq.ft. (119 sq.m.) Carpet Area","₹ 71.68 Lac₹ 5,600/sq.ft.",33,2 BHK2 Baths,"Posted on 28th Jun, 2021 by Dealer"
803,NCC Urban One,3 BHK Residential Apartment in Narsingi,"1,535 sq.ft. (143 sq.m.) Super built-up Area","₹ 1.07 Cr₹ 6,970/sq.ft.",33,3 BHK3 Baths,"Posted on 16th Jul, 2021 by RERA Registered Dealer"
804,IVR Hill Ridge Villas,5 Bedroom Independent House in Gachibowli,"5,850 sq.ft. (543 sq.m.) Plot Area","₹ 8.5 Cr₹ 14,529/sq.ft.",33,5 BHK4 Baths,"Posted on 27th Jul, 2021 by Dealer"
805,Aliens Space Station,3 BHK Residential Apartment in Gachibowli,"1,687-2,191 sq.ft. (157-204 sq.m.) Super built-up Area","₹ 1.05  - 1.38 Cr₹ 6,274/sq.ft.",33,3 BHK3 Baths,"Posted on 06th Jul, 2021 by Builder"
806,SMR Vinay Pranganam,2 BHK Residential Apartment in Madhapur,"1,450 sq.ft. (135 sq.m.) Carpet Area","₹ 90 Lac₹ 6,206/sq.ft.",33,2 BHK2 Baths,"Posted on 31st Jul, 2021 by Dealer"
807,,4 Bedroom Independent House in Shivarampally,"2,000 sq.ft. (186 sq.m.) Plot Area","₹ 95 Lac₹ 4,750/sq.ft.",33,4 BHK4 Baths,"Posted on 28th Jun, 2021 by Dealer"
808,Pooja Homes,3 BHK Residential Apartment in Kondapur,"1,530 sq.ft. (142 sq.m.) Super built-up Area","₹ 98 Lac₹ 6,405/sq.ft.",33,3 BHK3 Baths,"Posted on 27th Jul, 2021 by Dealer"
809,Pragathi Spooethy,Residential land / Plot in Yadagiri Gutta,"1,350 sq.ft. (125 sq.m.) Plot Area",₹ 8.5 Lac₹ 630/sq.ft.,33,,"Posted on 25th Jun, 2021 by Dealer"
810,SMR Vinay Iconia,2 BHK Residential Apartment in Kondapur,"1,360-1,535 sq.ft. (126-143 sq.m.) Super built-up Area",Price on Request,33,2 BHK2 Baths,"Posted on 15th Jul, 2021 by Builder"
